genes	AML1	AML2	AML3	AML4	AML5	AML6	AML7	AML8	AML9	AML10	AML11	AML12	AML13	AML14	AML15	AML16	AML17	AML18	AML19	AML20	AML21	AML22	AML23	AML24	AML25	AML26	count
UBIAD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.497035552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
UBE2Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.348509478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR4437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.051030332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NFYA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.353824283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SF3B3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.440391849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
DNAJC16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.37055821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
H4C1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.065656813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
VCPIP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.421872701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
H2AC21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.968293686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NOMO2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.378185955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NOMO3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.371572508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ALDH9A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.406931711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
RTCB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.34760092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ZNF326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.362097278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
LETM2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.462751449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
HSD17B7P2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.422015142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.677203867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SCARNA21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.560235122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NFATC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.562300882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NMNAT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.353070628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR3907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.546218269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MRPL28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.383452041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SFT2D1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.457735089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PTS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.377701744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
DYNLT2B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3671997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
H2AC13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.517847102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRKAR1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.362921873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
OR5B21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.394794446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ZNF506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.368109251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
RC3H2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.437657987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SNX27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.348926124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
LINC02878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38548223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.796243214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR4439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.541252481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MED13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.465847813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR3689B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.044473723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ASTL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.404860208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
HMGN2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.374310803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SNORD27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.571395636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SLC18A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.434583762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
H2BC13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.793205627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
GOLGA5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.395900548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SUPT20H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.420392006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
FAM168B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.354388799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
EDRF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.368387325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR3141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.710638501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PTAR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.346016394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
TMEM87B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.359540562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
H2BC15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.533828934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ZFP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.354731427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NR2C2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.374243761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
H2BC11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.733009459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
APOBEC3F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.444115969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
TMEM185B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.415633824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
H2BC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.038298431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
LINC00294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.457468284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
H4C3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37847538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
H2BP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.430069779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
BCYRN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.404864192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
OGFRL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.379480533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MAU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.369704952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
RBM34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.370603849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NGRN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.343070393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ZNF433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.356806912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MRFAP1L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.471317448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
BMPR1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.342849147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MORC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.408330625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR642A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.127910457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ABHD16B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41589417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
TMEM63A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.598385241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
H2AC15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.405999221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PPP4R3B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.343859015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
H2AC17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.431761172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PAPOLA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.356488095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NCOA5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.427558589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ATM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.566401775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
TAF13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.381969075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SACM1L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.486047601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
LNPEP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.586966695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
RALGAPB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.510566555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR3619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.408051986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
C5orf51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.376892216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
TRMT1L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.399174981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
UBE2G1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.433568228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ASB8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.377177387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SNORA11C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.544711924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
AFTPH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.375865909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR3689A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.881856811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ANKRD12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.357831803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SNORA5C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.388464095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.720810502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR4725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.644354216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SLAIN2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.339592014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MAP4K1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.342976471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ZBTB40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.39482605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SYAP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.596074005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PARP4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.385558202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
H2BU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527892209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
LINC02210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.468677308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
RBL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.5897296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.469779405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SAP30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.385107166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR4290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.958066923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR3689D2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.866678929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR1233-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.585280625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
GGNBP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.36183803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
H2BC6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.416249752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
RNU12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.434235144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR3689D1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.058690844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SNHG22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.713167465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NRAS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.54248244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
RGPD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.477823291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
STAG3L5P-PVRIG2P-PILRB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.388577888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
GIT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.428920033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
H2AC16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.372310594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
TATDN3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.369238321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
TASOR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.394439904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR3689F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.351457757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SNORD115-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.368732968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
TMEM69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.449826959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SNORD115-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.397530789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR4301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.457288288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR3677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.401087492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NHLRC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.409132384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR4291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.468721048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
GPBP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.384399675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PET100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.373223782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
TBC1D20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.346736395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
CSTL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.377341544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
BTN3A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.354706519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
CBL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.662196685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
DTX3L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.422765721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR4271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.513221304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SNORD115-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.386014562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MMGT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.39813683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MAPKAPK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38036928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SP110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.352153273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MBNL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.348087238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SNORD115-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39288152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SNORD115-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39288152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
TMEM245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.428171026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
HIVEP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.412100492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
TRRAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.353936455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR193A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.714935801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
RGPD4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.355970301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
DCAF7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.437943901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MBTPS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.343139552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
CD248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.787304602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
CRTC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.41840392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PPIAL4E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.591687314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
VSIG1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.592284093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
XPR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.38553627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR4326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.405156031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
MIR3153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64213056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
